Arranged number,Number,Book,Brand,Shade Name,Description,Finish,Stamping Polish,Topper/Effect,Notes
583,483,5,Mooncat/LLP,Triceratops,Matte charcoal gray lacquer filled with color-shifting blue-to-green iridescent Flakies,Matte,,,Pretty Prehistoric Set
584,484,5,Mooncat/LLP,Raaawr!,Matte lavender lacquer filled with iridescent Flakies ,Matte,,,Pretty Prehistoric Set
585,485,5,Mooncat/LLP,Tyrannosaurus Hex,Matte green lacquer filled with green Multichrome Flakies and jam-packed with reflective glitter,Matte,,,Pretty Prehistoric Set
586,486,5,Mooncat/LLP,Velociraptor,Matte dark teal lacquer filled with color-shifting orange-to-purple iridescent Flakies and reflective glitter,Matte,,,Pretty Prehistoric Set
587,487,5,Mooncat/LLP,Sabretooth,Matte baby blue lacquer filled with bright blue shimmer,Matte,,,Pretty Prehistoric Set
588,488,5,Mooncat/LLP,Molten Lava,Matte coral orange lacquer jam-packed with color-shifting red-to-coral-to-orange ULTRA-fine Flakies and reflective glitter,Matte,,,Pretty Prehistoric Set
476,489,5,Holo Taco,Royal Crush,Medium purple frosted metal polish with scattered holographic pigment,Foil,,,Holo Royalty Debut Trio
477,490,5,Holo Taco,Glamethyst,Light purple holographic glitter and green shimmer polish,Crushed Holo,,,Holo Royalty Debut Trio
478,491,5,Holo Taco,Toe Beans,Pale pink linear holographic and pink shimmer polish,HoloShimmer,,,Holo Royalty Debut Trio
481,492,5,Holo Taco,Never Tide Down,Turquoise Jelly with Crushed Holo and Reflective Glitters,Reflective Glitter,,,Vacation Collection
482,493,5,Holo Taco,Tax Haven,Brown Multichrome with Reflective Glitter,Reflective Glitter,,,Vacation Collection
483,494,5,Holo Taco,Private Villa,Red Pink Jelly with Shimmer and Reflective Glitter,Reflective Glitter,,,Vacation Collection
484,495,5,Holo Taco,Beach Please,Sandy Jelly with Holographic and Golden Reflective Glitters,Reflective Glitter,,,Vacation Collection
485,496,5,Holo Taco,Late Checkout,Purple Indigo Jelly Shimmer with Gold Reflective Glitter,Reflective Glitter,,,Vacation Collection
561,497,5,Bees Knees Lacquers,One Million Perfect Roses,Pink Glitter with Green Shimmer,Glitter,,,Lore Olympus Collection
539,498,5,Cupcake Polish,Funfetti,White Crelly with Foil Confetti Flakes,Crelly,,,May 23 PPU
540,499,5,KBShimmer,Straight to the Pint,Pastel Pink Crelly with Matte Dot Glitter,Crelly,,,May 23 PPU
541,500,5,Necessary Evil/Paradox Polish,Just Chillin,Dark Lavender (Cold) to Pink (Warm) Thermal with Dot Glitter and Stars,Thermal,,,May 23 PPU
562,501,5,Bees Knees Lacquers,Nightshade,Deep Violet with Green/Blue Sibling UP,Multichrome,,,UP Rainbows and Unicorn Pee Custom
563,502,5,Bees Knees Lacquers,Foxglove,Mid-toned purple with OG UP and Silver Reflective Glitter,Reflective Glitter,,,UP Rainbows and Unicorn Pee Custom
542,503,5,Ethereal,Pisces,Blue with Pink/Red Flakies,Flakies,,,Monthly Zodiac
704,504,5,Holo Taco,Flash Drive,Purple Magenta Multichrome Shimmer,Multichrome Shimmer,,,Lite Mode Collection
365,505,5,Holo Taco,Cold Slate,Steel Grey Blue,Crème,,,Fire and Ice Collection
491,506,5,Holo Taco,Queen's Curse,Purple on Purple Magnetic,Magnetic,,,Magnetic Magic Collection
492,507,5,Holo Taco,Twice in a Blue Moon,Blue on Blue Magnetic,Magnetic,,,Magnetic Magic Collection
493,508,5,Holo Taco,Love Spell,Red on Red Magnetic,Magnetic,,,Magnetic Magic Collection
494,509,5,Holo Taco,Fairy Tail,Brown on Tan Magnetic,Magnetic,,,Magnetic Magic Collection
543,510,5,Swamp Gloss,Sunset with Teeth,Pale Blue with Pink Shimmer,Shimmer,,,Stardust Shimmer Flora & Fauna 
544,511,5,Kathleen & Co,Wild Pink Beta,Bright Pink with Blue/Purple Shimmer,Shimmer,,,Stardust Shimmer Flora & Fauna 
564,512,5,Bees Knees Lacquers,Don't be Jelly,Purple with Blue Shimmer,Shimmer,,,Stardust Shimmer Flora & Fauna 
565,513,5,Bees Knees Lacquers,They're Coming for the Snail,Black with Microflake shimmers in green/blue pink/gold and green magnetics,Magnetic,,,June 23 PPU
545,514,5,Zombie Claw,I Wanna Have Boobies,Pale Baby Pink with Light Blue Shimmer,Sheer,,,June 23 PPU
546,515,5,Sassy Sauce,Are You Ready?,Pale Purple Holo,Holo,,,June 23 PPU
547,516,5,LynB Designs ,Tummy Why? Ain't Nothin' But a Fart. Hey. ,Pale Baby Blue with Silver Reflective Glitter,Reflective Glitter,,,June 23 PPU
571,517,5,Mooncat/LLP,Bread-and-Butterflies,Golden Yellow with pink/green/gold Flakies and Holo Glitter; Green Magnetic Effect,Magnetic,,,Alice in Wonderland Collection
572,518,5,Mooncat/LLP,Do You Play Croquet?,"Orchid Pink with Flakies, Shimmer, Reflective and Holo Glitter",Reflective Glitter,,,Alice in Wonderland Collection
573,519,5,Mooncat/LLP,Cheshire Cat,Purple with Flakies and Holo Glitter; Pink Magnetic Effect,Magnetic,,,Alice in Wonderland Collection
574,520,5,Mooncat/LLP,I Wish I Hadn't Cried So Much,Light Blue with Flakies and Holo Glitter,Flakies,,,Alice in Wonderland Collection
575,521,5,Mooncat/LLP,Mad Hatter,Black with Flakies and Holo Glitter; Green Magnetic Effect,Magnetic,,,Alice in Wonderland Collection
576,522,5,Mooncat/LLP,A Very Merry Unbirthday,Purple with Blue Shimmer and Multichrome Flakes,Multichrome,,,Alice in Wonderland Collection
566,523,5,Bees Knees Lacquers,"Sunrise, Sunset",Black Base with Strong Red/Green Shimmer and Holo Flakies,Reflective Glitter,,,WWDiTS 3 Collection
548,524,5,Death Valley Nails,Amethyst ,"AMETHYST: Unaweep Canyon, CO ",Dust to Dust,,,Dust to Dust Collection
549,525,5,Death Valley Nails,Green Opal,"GREEN OPAL STONE: Winnemucca, NV ",Dust to Dust,,,Dust to Dust Collection
486,526,5,Holo Taco,Be Kind Rewind,Neon Blue Jelly with Scattered Holo,Jelly,,,4th Anniversary Retro Collection
487,527,5,Holo Taco,Life in Plastic,Neon Pink Jelly with Scattered Holo,Jelly,,,4th Anniversary Retro Collection
488,528,5,Holo Taco,Hi-Def,Neon Yellow Jelly with Scattered Holo,Jelly,,,4th Anniversary Retro Collection
489,529,5,Holo Taco,Anti-Hero,Neon Purple Jelly with Scattered Holo,Jelly,,,4th Anniversary Retro Collection
490,530,5,Holo Taco,Box Office Bomb,Neon Orange Jelly with Scattered Holo,Jelly,,,4th Anniversary Retro Collection
550,531,5,Cirque Colors,Dove Jelly,Dove Grey Jelly,Jelly,,,
551,532,5,Cirque Colors,Lullaby,"20 soft, muted types of sparkling glitter in a clear base",Glitter,,,
552,533,5,Cirque Colors,XX,20 bright NYE types of sparkling glitter in a clear base,Glitter,,,
553,534,5,Cirque Colors,Kaleidoscope,20 bright primary  types of sparkling glitter in a clear base,Glitter,,,
567,535,5,Bees Knees Lacquers,The Bleeding Heart,Pale purple with reg/green shift and Holo flakes,Holo,,,Kingdom of the Wicked (GWP)
568,536,5,Bees Knees Lacquers,I Will Devour All of You,Pale Grey with Glowy blue shimmer and Holo flakes,Holo,,,Resident Evil Village
569,537,5,Bees Knees Lacquers,Monsters Could be Created but Never Tamed,Purple  with Blue Shimmer and Holo Flakes ,Holo,,,Kingdom of the Wicked
570,538,5,Bees Knees Lacquers,Your Soul Calls to Mine,White with pink to gold green shimmer and Holo,Shimmer,,,Kingdom of the Wicked (GWP)
560,539,5,Bees Knees Lacquers,Maui,Dark Blue Shimmer,Multichrome,,,Lahaina Wildfire Charity
554,540,5,Sweet and Sour Lacquers,Banana,Neon Yellow Jelly with Yellow Flakies,Flakies,,,Rock Candy Summer '23
555,541,5,Sweet and Sour Lacquers,Green Apple,Neon Green Jelly with Green Flakies,Flakies,,,Rock Candy Summer '23
559,542,5,Pahlish,Molokini,Lemon Lime Green with Shimmer and Reflective Glitter,Holo,,,Lahaina Wildfire Charity
558,543,5,Ethereal,Maui,Glowy Lavender with Pink Shimmer,Shimmer,,,Lahaina Wildfire Charity
479,544,5,Holo Taco,Greyt,Gunmetal Grey,Crème,,,Julien Collection
556,545,5,Sweet and Sour Lacquers,Wild Strawberry,Neon Pinky/Red Jelly with Pink Flakies,Flakies,,,Rock Candy Summer '23
400,546,4,Sweet and Sour Lacquers,Almost Orgasmic,Olive Green with Red/Green Shimmer,Crème,,,Oops August 23 LE
557,547,5,Prism Polish,You Had Me at Hydrangea,Hydrangea blue with large iridescent Flakies,Flakies,,,
577,548,5,Fancy Gloss,50 Shades of Grey,Dark to light grey thermal with linear Holo,Thermal,,,
578,549,5,Fancy Gloss,Prototype 2023_1,Pale Lavender Crème,Crème,,,Mystery Prototype
579,550,5,Fancy Gloss,Prototype 2023_2,Purgly Light Purple with Strong Green Shimmer,Shimmer,,,Mystery Prototype
580,551,5,Fancy Gloss,Prototype 2023_3,Cornflower blue Crelly with bronze Flakies,Flakies,,,Mystery Prototype
521,552,,Death Valley Nails,A Spent Bloom,Slate Grey With Multichrome Micro-flakes.,Flakies,,,Death to Death Collection
522,553,,Bluebird Lacquer,Rollin' with My Chrome-ies,Neon Baby Blue with Chrome Pink/Yellow Aurora Shimmer,Shimmer,,,August 23 PPU
523,554,,Phoenix (EDK),Sixth Station,Purple with Golden Aurora Shimmer,Shimmer,,,August 23 PPU
524,555,,MTK Designs,Dream Within,Royal Purple with Blue Shimmer,Shimmer,,,August 23 PPU
627,556,,Ethereal,Latte Cloud,Coffee Cloud Sibling; Oat milk with purple/blue shimmer,Shimmer,,,August 23 PPU
526,557,,Atomic Polish,Strange the Dreamer,Matte Chrome Bright Bluey Teal,Chrome,,,August 23 PPU
527,558,,Ard as Nails,Rose Gold Beach ,Soft Grey White with Iridescent Flakies,Flakies,,,August 23 PPU
511,559,,Bees Knees Lacquers,Micromanaging a Project,Murky Turquoise with Red/Green Shimmer,Shimmer,,,WWDiTS 3 Collection
496,560,,Holo Taco,Spirit Fingers,Cool grey jelly formula with a magenta-red shimmer,Holo,,,Safiya (Nygaard) Collection
497,561,,Holo Taco,Brucie,Muted dark teal in linear holographic,Holo,,,Safiya (Nygaard) Collection
512,562,,Bees Knees Lacquers,Strength of Courage,Soft Blue with Golden Shimmer,Shimmer,,,Fourth Wing Collection
513,563,,Bees Knees Lacquers,Truth is Painful,Blue Grey with Red Shimmer,Shimmer,,,Fourth Wing Collection
514,564,,Bees Knees Lacquers,Skillz,Blackened Olive to Red Multichrome,Shimmer,,,Fourth Wing Collection (Mysteries)
515,565,,Bees Knees Lacquers,You Got Worms Too?,Taupe with Green Shimmer,Shimmer,,,Fourth Wing Collection (Mysteries)
516,566,,Bees Knees Lacquers,Libya,Tan with Purple Blue Shimmer,Shimmer,,,Libya Charity Polish
517,567,,Bees Knees Lacquers,Morocco,Light Blurple with Pink Red Shimmer,Shimmer,,,Morocco Charity Polish
591,568,,I Made This,I Guess I Make Polish Now,Royal Purple to Black Magnetic with Large Flakies,Flakies,,,First Ever
,Gift,,I Made This,It's my Birthday 2023,Soft Pinky Violet with Flakies,Flakies,,,Charlotte's 4th Birthday
529,570,,KBShimmer,Take the Stairs,Black Jelly Base with Foil Confetti Flakes,Jelly & Glitter,,,September 23 PPU
528,571,,Ard as Nails,Pluckley,Kelly Green Jelly with Green/Yellow Gold Flakies,Flakies,,,September 23 PPU
651,572,,Cirque Colors,Georgette,Sheer Mauve Pink,Sheer,,,Dozen Delights 2022 Advent Calendar
652,573,,Cirque Colors,Kelly Jelly,Kelly Green Jelly,Jelly,,,Dozen Delights 2022 Advent Calendar
653,574,,Cirque Colors,Toadstool,Fire Red Crème,Crème,,,Dozen Delights 2022 Advent Calendar
654,575,,Cirque Colors,Snozzberry,Burgundy Jelly with Flakies,Flakies,,,Dozen Delights 2022 Advent Calendar
655,576,,Cirque Colors,Nightfever,Violet Holo with Blue Teal Purple Shimmer,Shimmer,,,Dozen Delights 2022 Advent Calendar
656,577,,Cirque Colors,Citrine,Golden Yellow Jelly with Flakies,Flakies,,,Dozen Delights 2022 Advent Calendar
657,578,,Cirque Colors,Stoneware,Pale Peach with Copper Specks,Speckled,,,Dozen Delights 2022 Advent Calendar
601,579,,Mooncat/LLP,My Sandy Claws Outfit,Red with Holo-Glitter Flakies,Crushed Holo,,,Nightmare Before Christmas Collection
602,580,,Mooncat/LLP,Pumpkin King,Black with Holo-Glitter Flakies and Red Orange Shimmer,Crushed Holo,,,Nightmare Before Christmas Collection
603,581,,Mooncat/LLP,Everybody Scream,Midnight Purple with Holo Glitter and Flakies,Crushed Holo,,,Nightmare Before Christmas Collection
604,582,,Mooncat/LLP,Rag Doll,Light Blue with Blue Shimmer,Glow in the Dark,,,Nightmare Before Christmas Collection
605,583,,Mooncat/LLP,What a Brilliant Nose,White with pink to gold shimmer,Glow in the Dark,,,Nightmare Before Christmas Collection
606,584,,Mooncat/LLP,My Bugs! My Bugs! ,Light Green with Green Yellow Shimmer,Glow in the Dark,,,Nightmare Before Christmas Collection
,Gift,,I Made This,Meat Shield (Chi-Chi),Maroon Red with Red Shimmer and Flakies,Magnetic,,,Chi-Chi
597,586,,I Made This,Dude …,Purple to Lavendar Thermal with Blue/Pink/Purple Shimmer,Thermal,,,Chi-Chi
646,587,,Essie,Bulgaria,Holographic Jet Black Lace,Textured,,,
530,588,,Wildflower Lacquer,Last Kiss,Deep Black Purple Burgundy with Red Sparkles,Crème,,,October 23 PPU
641,589,,Starrily,Starlit Tarot,Maroon on Maroon Magnetic with Rainbow Glitter,Magnetic,,,Starrily Trick or Treat
645,590,,Nails Inc.,Shoreditch Lane,Maroon Leather Effect,Leather Effect,,,
607,591,,Mooncat/LLP,Outlaw Country,Gunmetal Silver Metallic with Silver Shimmer,Metallic,,,Midnight Rodeo Collection
608,592,,Mooncat/LLP,Dark Horse,Dark Brown Crème with Light Brown Shimmer,Crème,,,Midnight Rodeo Collection
609,593,,Mooncat/LLP,Whiskey Sunrise,Terracotta Multichrome,Multichrome,,,Midnight Rodeo Collection
589,594,,Mooncat/LLP,Beowulf,Emerald Green Crème,Crème,,,A Tale of 5 Lacquers Collection
590,595,,Mooncat/LLP,Access Denied,Black with Green Shimmer,Shimmer,,,Glitch in the Matrix Collection
593,596,,I Made This,You Are My Sunshine,Baby Blue with Blue Shimmer; Solar to Dark Purple,Solar,,,Charlotte's 4th Birthday
,Gift,,I Made This,Charlotte (Charlotte),Barbie Pink Reflective Glitter Jelly,Reflective Glitter,,,Charlotte's 4th Birthday
595,598,,I Made This,Chuck,Magenta Purple GiTD Reflective Glitter Jelly,Reflective Glitter,,,Charlotte's 4th Birthday
671,599,,Holo Taco,Not Milky White,Opaque White Crème,Crème,,,
480,600,,Holo Taco,Brick Wall,Brick Red Crème,Crème,,,Down to Earth Bundle
498,601,,Holo Taco,Cool Cat Mom ,Royal Blue with Pink Magnetic,Magnetic,,,Birthday 2023 Launch
499,602,,Holo Taco,Zyler Cat Eye,Copper on Copper Magnetic,Magnetic,,,Birthday 2023 Launch
500,603,,Holo Taco,Menchie Cat Eye,Sage Green with White Gold Magnetic,Magnetic,,,Birthday 2023 Launch
495,604,,Holo Taco,Wicked Potion,Green on Green Magnetic ,Magnetic,,,Magnetic Magic Collection
501,605,,Holo Taco,Midnight Owl,Deep Blue Jelly with Holo and Shimmer,Glitter,,,After Party Collection
502,606,,Holo Taco,Curfew Crashers,Mauve Jelly with Yellow Shimmer,Shimmer,,,After Party Collection
503,607,,Holo Taco,Starry Eyed,Teal Jelly with Silver Star Glitter,Glitter,,,After Party Collection
504,608,,Holo Taco,Bottle Service,Gold Shimmer Metallic,Metallic,,,After Party Collection
505,609,,Holo Taco,Crystal Skies,Grey Blue with Blue Glitter and Silver Diamonds,Glitter,,,After Party Collection
506,610,,Holo Taco,Disco Dust,Rainbow Reflective Glitter Topper,Reflective Glitter,,Topper,After Party Collection
408,611,,Olive & June,Koala,Soft Grey Crème,Crème,,,Pedicure Bundle 
628,612,,Ethereal,Macchiato Cloud,Coffee Cloud Sibling; Coffee + milk with purple/blue shimmer,Shimmer,,,Rainforest Mystery
611,613,,Ethereal,Lin,Bright Pink with Blue/Purple Shimmer,Shimmer,,,
672,614,,Holo Taco,Indigo Away,Deep Purple Indigo Crème,Crème,,,Free Mystery with Order
,Gift,,I Made This,Hearts (Charlotte),Lemonhead Prisms 2 of Hearts Silver + Good Witch in a Pink Jelly,Glitter,,,Charlotte's Christmas 2023
,Gift,,I Made This,Stars (Charlotte),Rainbow Star Glitter + Lemonhead Prisms in Poproxx,Glitter,,,Charlotte's Christmas 2023
833,617,,I Made This,Kat's Cold Shoulder,Royal Blue with Silver Foil (Attempt at a Cold Shoulder dupe),Foil,,,
834,618,,I Made This,Olive Gold,Olive Green with Gold Magnetic,Magnetic,,,
629,619,,Ethereal,Matcha Cloud,Mint Green with Blue Shimmer,Shimmer,,,Rainforest Mystery
610,620,,Mooncat/LLP,Fool's Gold,Matte Gold Glitter Topper,Topper,,,Midnight Rodeo Collection
625,621,,Ethereal,Midnight Ice,Blurple Holo with Red Shimmer,Holo,,,Snow Globe Mystery
624,622,,Ethereal,Tundra,Icy Blue with Silver Foil and Reflective Glitter,Reflective Glitter,,,Snow Globe Mystery
623,623,,Ethereal,Lele,Smokey Red Shimmer,Shimmer,,,Lehabah Mystery [Crescent City]
622,624,,Ethereal,I Am With My Friends,Peachy Orange Shimmer,Shimmer,,,Lehabah Mystery [Crescent City]
621,625,,Ethereal,Starsword,Purple with Silver Reflective Glitter,Reflective Glitter,,,Ruhn Mystery [Crescent City]
620,626,,Ethereal,Ruhn Danaan Knew Three Things with Absolute Certainty,Blue Green Teal Multichrome,Multichrome,,,Ruhn Mystery [Crescent City]
619,627,,Ethereal,Athalar,Pale Grey with Blue Shimmer,Shimmer,,,Hunt Mystery [Crescent City]
618,628,,Ethereal,I've Got You,Pale Grey with Purple Shimmer,Shimmer,,,Hunt Mystery [Crescent City]
617,629,,Ethereal,Sweetheart,Bright Purple with Blue Shimmer,Shimmer,,,Bryce Mystery [Crescent City]
616,630,,Ethereal,BB,Candy Apple Red with Red Shimmer,Shimmer,,,Bryce Mystery [Crescent City]
615,631,,Ethereal,Jelly Jubilee,Purple Holo with Golden Shimmer,Shimmer,,,Crescent City
614,632,,Ethereal,Ruhn Danaan Crown Prince of the Valbaran Fae,Burgundy with Red Shimmer,Shimmer,,,Crescent City
613,633,,Ethereal,Coffin,Dark Grey with Red Shimmer,Shimmer,,,Fall 2023
612,634,,Ethereal,Now Go and Don't Look Back,Blue Green Shimmer,Shimmer,,,
630,635,,Ethereal,Mocha Cloud,Coffee Cloud Sibling; Darker + milk with purple/blue shimmer,Shimmer,,,Rainforest Mystery
600,636,,I Made This,Mom Brain,Purple to Pink Thermal with Reflective Glitter and Pink Shimmer,Thermal,,,
507,637,,Holo Taco,Rose Gold Taco,Rose Gold/Pink Flakie Topper,Foil,,Topper,Declassified Collection
508,638,,Holo Taco,Fifty Shades of Griege,Beige Linear Holo,Holo,,,Declassified Collection
509,639,,Holo Taco,Overshadowed,Blue Grey Metallic Holo,Holo,,,Declassified Collection
510,640,,Holo Taco,Everything Taco,"Iridescent Flakies & holographic linear, scattered and Flakies",Flakies,,Topper,2nd Anniversary Remix Collection
673,641,,Holo Taco,Solo Mission,Dusty Rose Jelly with Flakies and Holo,Flakies,,,I Need Space Collection
674,642,,Holo Taco,Orbite Me,Deep Burgundy Crushed Holo,Crushed Holo,,,I Need Space Collection
675,643,,Holo Taco,I'm Rover It,Burnt Orange Copper with Orange Shimmer and Holo,Holo,,,I Need Space Collection
676,644,,Holo Taco,Alien Infatuation,Grey Jelly with Green Shimmer and Holo,Holo,,,I Need Space Collection
677,645,,Holo Taco,Waste of Space,Black Jelly with Flakies and Holo,Holo,,,I Need Space Collection
647,646,,Night Owl Lacquer,Great Grey Owl,Grey Base with Crtystal Chameleon Flakes and Holo,Holo,,,January 24 PPU
648,647,,Cat Tail,Little King Trash Mouth,White UV Crelly with Flakies,Solar,,,January 24 PPU
649,648,,Clionadh,Hippo,Grey Crelly with Pink Gold Shimmer,Shimmer,,,January 24 PPU
658,649,,Cirque Colors,Mango Jelly,Yellow Orange (Mango) Jelly,Jelly,,,Glazed Collection
659,650,,Cirque Colors,Pink Lady Jelly,Pastel Pink Jelly,Jelly,,,Glazed Collection
660,651,,Cirque Colors,Star Fruit Jelly,Lime Green Jelly,Jelly,,,Glazed Collection
661,652,,Cirque Colors,Poppy Jelly,Soft Red Jelly,Jelly,,,Glazed Collection
662,653,,Cirque Colors,Lagoon Jelly,Aqua Jelly,Jelly,,,Glazed Collection
663,654,,Cirque Colors,Blurple Jelly,Blurple Jelly,Jelly,,,Glazed Collection
642,655,,Starrily,Infinity Rose __,Dusky rose gold linear holo,Holo,,,3.14 Collection
643,656,,Starrily,3.14K Gold __,Coppery golden micro flakie foil,Foil,,,3.14 Collection
644,657,,Starrily,Blueberry Pie __,Peach-pink base with strong blue shimmer and blue/purple flakies,Flakies,,,3.14 Collection
678,658,,Holo Taco,Banana Medicine,Pastel Yellow Crème,Crème,,,Pastel and Don't Tell
679,659,,Holo Taco,Pinky Swear,Pastel Pink Crème,Crème,,,Pastel and Don't Tell
680,660,,Holo Taco,Crime and Punishmint,Pastel Mint Grenne,Crème,,,Pastel and Don't Tell
681,661,,Holo Taco,Too Good to be Blue,Sky Blue Pastel Crème,Crème,,,Pastel and Don't Tell
682,662,,Holo Taco,Cereal Killer,Pastel Purple Crème,Crème,,,Pastel and Don't Tell
683,663,,Holo Taco,Peri-Social,Periwinkle Crème,Crème,,,Cookies and Crème Collection
684,664,,Holo Taco,Lowkey Blushing,Deep Rose Crème,Crème,,,Down to Earth Bundle
685,665,,Holo Taco,Fallen Flakie Taco,Fall Colors Multichrome Flakies Topper,Flakies,,Topper,Down to Earth Bundle
686,666,,Holo Taco,Halogen Glow,Yellow Pink Green Shifting Shimmer Topper,Shimmer,,Topper,Fire and Ice Collection
687,667,,Holo Taco,Inside Job,Purple Jelly with Purple Glitter and Silver Square Chunky Glitter,Jelly & Glitter,,,Holo Royalty 2024
688,668,,Holo Taco,Blush Money,Soft Pink Jelly with Silver Glitter,Jelly & Glitter,,,Holo Royalty 2024
689,669,,Holo Taco,Teal No Lies,Teal Microflake Metallic,Microfoil,,,Holo Royalty 2024
690,670,,Holo Taco,Spyglass,Cornflower Blue Crushed Holo,Crushed Holo,,,Holo Royalty 2024
631,671,,Mooncat/LLP,Am I Everything You Fear?,Deep Teal with Pink-Orange-Green Shimmer & Holo,Multichrome,,,Song of Sirens Collection
632,672,,Mooncat/LLP,A Most Destructive Melody,Blue Purple Multichrome Shimmer,Multichrome,,,Song of Sirens Collection
633,673,,Mooncat/LLP,Maelstrom,Blue Green Jelly with Green-Yellow Flakies,Flakies,,,Song of Sirens Collection
634,674,,Mooncat/LLP,The Sea Between Us,Ocean Blue Jelly with Green Flakies,Flakies,,,Song of Sirens Collection
635,675,,Mooncat/LLP,The Sirens' Revenge,Mint Green with Blue-Green Shimmer,Shimmer,,,Song of Sirens Collection
636,676,,Mooncat/LLP,Full Scream Ahead,Light Mint Green Shimmer,Shimmer,,,My Inner Apocalypse Collection
637,677,,Mooncat/LLP,Heavenmetal,Sheer White with Silver Glitter and Blue Shimmer,Shimmer,,,Band of Misfits Collection
638,678,,Mooncat/LLP,Misery is my Favorite Color,Slate Grey with Blue Shimmer,Shimmer,,,My Inner Apocalypse Collection
639,679,,Mooncat/LLP,Like a Moth to a Flame,Smokey Grey with Red-Orange Shimmer,Shimmer,,,My Inner Apocalypse Collection
640,680,,Mooncat/LLP,Nightcrawler,Smokey Grey with Purple Shimmer,Shimmer,,,My Inner Apocalypse Collection
711,681,,Death Valley Nails,Yellow Iron Ore,"YELLOW IRON ORE: Wasatch Mountains, UT",Dust to Dust,,,Dust to Dust Collection
712,682,,Death Valley Nails,Barbarella,Neon Fuchsia Pink,Crème,,,
713,683,,Death Valley Nails,Joy Ride,Keylime Yellow with Subtle Green Shimmer,Crème,,,Spring 2023 Collection
714,684,,Death Valley Nails,Marsh,Medium Forest Green,Crème,,,Fall 2022 Collection
766,685,,Lucky13 Lacquer,I Suck! ,Neon Bubblegum Pink Jelly with Pink/Gold Shimmer and Rainbow Flakies GitD,Glow in the Dark,,,April 24 PPU
538,686,,Dam! Nail Polish,No! Not Rainbow Road,Black Jelly with Blue Purple Multichrome and Assorted Holo Glitter,Jelly & Glitter,,,April 24 PPU
525,687,,Psyche Minerals,Naydra,Teal Jelly with Blue Green Shummer and Green Reflective Glitter,Reflective Glitter,,,April 24 PPU
518,688,,Bees Knees Lacquers,Gwynriel,"Periwinkle Pastel Gold, Green, Blue Shimmer",Shimmer,,,Ships 3
519,689,,Bees Knees Lacquers,Elorcan,Purple Gold Multichrome with Silver Reflective Glitter,Reflective Glitter,,,Ships 3
520,690,,Bees Knees Lacquers,Elspeth X Ravyn,Purple with Green Shimmer,Multichrome,,,Ships 3
767,691,,Moon Shine Mani,There Are Two Types of Beings in the Universe: Those Who Dance and Those Who Do Not,Blackened Violet Jelly with Multichrome Flakies,Flakies,,,May 24 PPU
768,692,,Zombie Claw,Space Gray Zombies,Grey Crelly with Blue Green Shimmer ,Shimmer,,,May 24 PPU
769,693,,What Addiction?,Into the Unknown,"Blue Jelly with Blue shimmer, microglitter, and flakies",Jelly & Glitter,,,May 24 PPU
650,694,,Clionadh,Octahedrite,Black Jelly Base with Silver Magnetic Flakies and Silver Microglitter,Magnetic,,,May 24 PPU
691,695,,Holo Taco,Electric Sweetener,Purple-Magenta Crushed Holo with Blue Microshimmer,Crushed Holo,,,Rock Candy Collection
692,696,,Holo Taco,Pop Rocker,Bubblegum Pink Crushed Holo with Indigo Microshimmer,Crushed Holo,,,Rock Candy Collection
693,697,,Holo Taco,Jam Session,Red-Coral Crushed Holo with Pink Microshimmer,Crushed Holo,,,Rock Candy Collection
694,698,,Holo Taco,Sunshine Crush,Golden Yellow Crushed Holo with Orange Microshimmer,Crushed Holo,,,Rock Candy Collection
695,699,,Holo Taco,Sour Note,Green Crushed Holo with Pink Microshimmer,Crushed Holo,,,Rock Candy Collection
696,700,,Holo Taco,Blue Rizzler,Blue-Violet Crushed Holo with Pink Microshimmer,Crushed Holo,,,Rock Candy Collection
697,701,,Holo Taco,Sugar Rush,Off White Crushed Holo with Yellow Microshimmer,Crushed Holo,,,Rock Candy Collection
835,702,,I Made This,I am Misery,Black Blue Grey with Multichrome Shimmer,Shimmer,,,
817,703,,Dimension Nails,Blueberry Flax Milk,Pastel Blue Milk Jelly,Milk Jelly,,,Plant Based Milk Collection
818,704,,Dimension Nails,Blackberry Rice Milk,Pastel Purple Milk Jelly,Milk Jelly,,,Plant Based Milk Collection
715,705,,Death Valley Nails,Fossils,"FOSSILS: Kem Kem Beds, Sahara Desert, Morocco",Dust to Dust,,,Dust to Dust Collection
716,706,,Death Valley Nails,Cornflower,Cornflowers from Home Garden,Dust to Dust,,,Dust to Dust Collection
717,707,,Death Valley Nails,Spirulina,"SPIRULINA: Sonoran Desert, CA",Dust to Dust,,,Dust to Dust Collection
718,708,,Death Valley Nails,Bones,"BONE: Bastrop, TX",Dust to Dust,,,Dust to Dust Collection
726,709,,Death Valley Nails,Stagnant Water,Light green base with micro pink/gold chrome flakes and a variety of green glitter,Glitter,,,Spring 2024 Collection
720,710,,Death Valley Nails,Light Purple Pencil,Light purple pencil shavings (will dissolve over time) ,Pencil,,,Death to Death Collection
721,711,,Death Valley Nails,Gunmetal,Dark gunmetal silver with silver shimmer and chrome glitter,Crème,,,Fall 2022 Collection
722,712,,Death Valley Nails,Acid Reflux,Neon Green,Crème,,,Spring 2024 Collection
723,713,,Death Valley Nails,Rhododendron, Translucent = shade / Violet = sunshine,Solar,,,Summer 2022 Collection
